observed_at,city,energy_demand_mwh
2023-01-04 23:00:00+00:00,Delhi,28670.656653812057
2023-01-05 00:00:00+00:00,Delhi,27382.325647557132
2023-01-05 01:00:00+00:00,Delhi,26660.132880220648
2023-01-05 02:00:00+00:00,Delhi,26132.69693144208
2023-01-05 03:00:00+00:00,Delhi,26126.843516893223
2023-01-05 04:00:00+00:00,Delhi,26927.794229560677
2023-01-05 05:00:00+00:00,Delhi,29088.187209810876
2023-01-05 06:00:00+00:00,Delhi,31892.36709539992
2023-01-05 07:00:00+00:00,Delhi,35210.400836583925
2023-01-05 08:00:00+00:00,Delhi,37095.1603769208
2023-01-05 09:00:00+00:00,Delhi,38628.008588701734
2023-01-05 10:00:00+00:00,Delhi,39227.44481338653
2023-01-05 11:00:00+00:00,Delhi,39208.64981432231
2023-01-05 12:00:00+00:00,Delhi,38602.730320478724
2023-01-05 13:00:00+00:00,Delhi,37862.644794671
2023-01-05 14:00:00+00:00,Delhi,37255.95345592002
2023-01-05 15:00:00+00:00,Delhi,36791.44437081363
2023-01-05 16:00:00+00:00,Delhi,36069.06916105201
2023-01-05 17:00:00+00:00,Delhi,35575.40199921198
2023-01-05 18:00:00+00:00,Delhi,35585.53354255319
2023-01-05 19:00:00+00:00,Delhi,34847.422771424346
2023-01-05 20:00:00+00:00,Delhi,33393.945504531126
2023-01-05 21:00:00+00:00,Delhi,31819.918083875098
2023-01-05 22:00:00+00:00,Delhi,30447.40676595745
2023-01-05 23:00:00+00:00,Delhi,28892.377845202915
2023-01-06 00:00:00+00:00,Delhi,27552.772751674547
2023-01-06 01:00:00+00:00,Delhi,26651.722483353034
2023-01-06 02:00:00+00:00,Delhi,26107.741797478327
2023-01-06 03:00:00+00:00,Delhi,25988.05824315406
2023-01-06 04:00:00+00:00,Delhi,26925.895468282113
2023-01-06 05:00:00+00:00,Delhi,29144.295259751772
2023-01-06 06:00:00+00:00,Delhi,31973.81766252955
2023-01-06 07:00:00+00:00,Delhi,35077.24529210993
2023-01-06 08:00:00+00:00,Delhi,36866.78313750985
2023-01-06 09:00:00+00:00,Delhi,38047.929847419226
2023-01-06 10:00:00+00:00,Delhi,38774.61340021671
2023-01-06 11:00:00+00:00,Delhi,38812.313925876675
2023-01-06 12:00:00+00:00,Delhi,38584.50817681245
2023-01-06 13:00:00+00:00,Delhi,37861.93483486013
2023-01-06 14:00:00+00:00,Delhi,37254.57520365445
2023-01-06 15:00:00+00:00,Delhi,36510.336484535066
2023-01-06 16:00:00+00:00,Delhi,36022.08865927896
2023-01-06 17:00:00+00:00,Delhi,35462.94225433412
2023-01-06 18:00:00+00:00,Delhi,35642.63019754728
2023-01-06 19:00:00+00:00,Delhi,34792.06733082152
2023-01-06 20:00:00+00:00,Delhi,33507.81992523641
2023-01-06 21:00:00+00:00,Delhi,32231.59136322892
2023-01-06 22:00:00+00:00,Delhi,30784.13998177699
2023-01-06 23:00:00+00:00,Delhi,29219.956353329395
2023-01-07 00:00:00+00:00,Delhi,27926.36182609338
2023-01-07 01:00:00+00:00,Delhi,26942.05573537234
2023-01-07 02:00:00+00:00,Delhi,26453.00386997636
2023-01-07 03:00:00+00:00,Delhi,26253.850479462173
2023-01-07 04:00:00+00:00,Delhi,27001.26056215524
2023-01-07 05:00:00+00:00,Delhi,29102.824171296295
2023-01-07 06:00:00+00:00,Delhi,31751.4781944937
2023-01-07 07:00:00+00:00,Delhi,34800.534710254135
2023-01-07 08:00:00+00:00,Delhi,36644.28725458038
2023-01-07 09:00:00+00:00,Delhi,37748.45266661742
2023-01-07 10:00:00+00:00,Delhi,38812.086078851455
2023-01-07 11:00:00+00:00,Delhi,38849.02831023443
2023-01-07 12:00:00+00:00,Delhi,38558.7594320331
2023-01-07 13:00:00+00:00,Delhi,37601.76628496848
2023-01-07 14:00:00+00:00,Delhi,37046.005406816395
2023-01-07 15:00:00+00:00,Delhi,36451.97176354413
2023-01-07 16:00:00+00:00,Delhi,35895.69849177502
2023-01-07 17:00:00+00:00,Delhi,35656.23438957841
2023-01-07 18:00:00+00:00,Delhi,35638.183884456266
2023-01-07 19:00:00+00:00,Delhi,34767.220002610324
2023-01-07 20:00:00+00:00,Delhi,33468.046660855005
2023-01-07 21:00:00+00:00,Delhi,32325.782536052007
2023-01-07 22:00:00+00:00,Delhi,30882.634645045317
2023-01-07 23:00:00+00:00,Delhi,29208.849505860915
2023-01-08 00:00:00+00:00,Delhi,27951.42625571316
2023-01-08 01:00:00+00:00,Delhi,27089.030017976755
2023-01-08 02:00:00+00:00,Delhi,26614.690333382587
2023-01-08 03:00:00+00:00,Delhi,26437.693846680457
2023-01-08 04:00:00+00:00,Delhi,27197.140393370766
2023-01-08 05:00:00+00:00,Delhi,29046.471735569343
2023-01-08 06:00:00+00:00,Delhi,31172.66673680063
2023-01-08 07:00:00+00:00,Delhi,33778.86011761229
2023-01-08 08:00:00+00:00,Delhi,36048.837969956665
2023-01-08 09:00:00+00:00,Delhi,37761.31386293341
2023-01-08 10:00:00+00:00,Delhi,38517.848297576835
2023-01-08 11:00:00+00:00,Delhi,38456.898569099685
2023-01-08 12:00:00+00:00,Delhi,37941.38307993499
2023-01-08 13:00:00+00:00,Delhi,36786.579611258865
2023-01-08 14:00:00+00:00,Delhi,35857.52225408787
2023-01-08 15:00:00+00:00,Delhi,35180.43394203112
2023-01-08 16:00:00+00:00,Delhi,34448.92780476753
2023-01-08 17:00:00+00:00,Delhi,33871.72064016943
2023-01-08 18:00:00+00:00,Delhi,34046.66445606777
2023-01-08 19:00:00+00:00,Delhi,33382.12421921788
2023-01-08 20:00:00+00:00,Delhi,31974.879880466902
2023-01-08 21:00:00+00:00,Delhi,30700.669430161543
2023-01-08 22:00:00+00:00,Delhi,29385.90488120567
2023-01-08 23:00:00+00:00,Delhi,28032.353392287238
2023-01-09 00:00:00+00:00,Delhi,26888.54875723995
2023-01-09 01:00:00+00:00,Delhi,26087.61538238771
2023-01-09 02:00:00+00:00,Delhi,25616.312404058313
2023-01-09 03:00:00+00:00,Delhi,25603.191706511036
2023-01-09 04:00:00+00:00,Delhi,26406.736957052795
2023-01-09 05:00:00+00:00,Delhi,28748.820418981482
2023-01-09 06:00:00+00:00,Delhi,31816.393388445627
2023-01-09 07:00:00+00:00,Delhi,35214.41298015169
2023-01-09 08:00:00+00:00,Delhi,36880.03063499803
2023-01-09 09:00:00+00:00,Delhi,38524.68666316982
2023-01-09 10:00:00+00:00,Delhi,39190.887476507094
2023-01-09 11:00:00+00:00,Delhi,37772.50466937549
2023-01-09 12:00:00+00:00,Delhi,38541.532152679276
2023-01-09 13:00:00+00:00,Delhi,37370.10335894405
2023-01-09 14:00:00+00:00,Delhi,36644.593833431834
2023-01-09 15:00:00+00:00,Delhi,36476.48299783294
2023-01-09 16:00:00+00:00,Delhi,36129.37615849094
2023-01-09 17:00:00+00:00,Delhi,35727.21322429078
2023-01-09 18:00:00+00:00,Delhi,35588.32624591213
2023-01-09 19:00:00+00:00,Delhi,34553.34797227147
2023-01-09 20:00:00+00:00,Delhi,33118.310316686366
2023-01-09 21:00:00+00:00,Delhi,31914.760078161937
2023-01-09 22:00:00+00:00,Delhi,30667.470269109537
2023-01-09 23:00:00+00:00,Delhi,29204.28279358747
2023-01-10 00:00:00+00:00,Delhi,28175.723723256502
2023-01-10 01:00:00+00:00,Delhi,27315.59712455674
2023-01-10 02:00:00+00:00,Delhi,26750.35460062057
2023-01-10 03:00:00+00:00,Delhi,26603.467980939717
2023-01-10 04:00:00+00:00,Delhi,27347.323928043734
2023-01-10 05:00:00+00:00,Delhi,29536.980268764775
2023-01-10 06:00:00+00:00,Delhi,32136.654914056347
2023-01-10 07:00:00+00:00,Delhi,35485.613457840824
2023-01-10 08:00:00+00:00,Delhi,37122.17014603034
2023-01-10 09:00:00+00:00,Delhi,38588.83014539007
2023-01-10 10:00:00+00:00,Delhi,39262.52901029354
2023-01-10 11:00:00+00:00,Delhi,39146.473237736405
2023-01-10 12:00:00+00:00,Delhi,38825.83604836485
2023-01-10 13:00:00+00:00,Delhi,37968.96063544129
2023-01-10 14:00:00+00:00,Delhi,37459.27830146769
2023-01-10 15:00:00+00:00,Delhi,37035.334302009454
2023-01-10 16:00:00+00:00,Delhi,36323.70459234634
2023-01-10 17:00:00+00:00,Delhi,35731.748124211976
2023-01-10 18:00:00+00:00,Delhi,35528.91571256895
2023-01-10 19:00:00+00:00,Delhi,34493.24744715327
2023-01-10 20:00:00+00:00,Delhi,32901.89328152088
2023-01-10 21:00:00+00:00,Delhi,31814.56940533885
2023-01-10 22:00:00+00:00,Delhi,30792.901496453902
2023-01-10 23:00:00+00:00,Delhi,29270.36705402876
2023-01-11 00:00:00+00:00,Delhi,28141.975154058313
2023-01-11 01:00:00+00:00,Delhi,27397.361595202918
2023-01-11 02:00:00+00:00,Delhi,26930.603846237198
2023-01-11 03:00:00+00:00,Delhi,26859.83019370567
2023-01-11 04:00:00+00:00,Delhi,27577.43315110323
2023-01-11 05:00:00+00:00,Delhi,29730.9855267435
2023-01-11 06:00:00+00:00,Delhi,32039.667209072108
2023-01-11 07:00:00+00:00,Delhi,35009.007605102444
2023-01-11 08:00:00+00:00,Delhi,36743.553255023646
2023-01-11 09:00:00+00:00,Delhi,38467.01815991923
2023-01-11 10:00:00+00:00,Delhi,39491.324496404646
2023-01-11 11:00:00+00:00,Delhi,39285.07398817967
2023-01-11 12:00:00+00:00,Delhi,39156.178119336095
2023-01-11 13:00:00+00:00,Delhi,38127.35929806935
2023-01-11 14:00:00+00:00,Delhi,37824.98517893026
2023-01-11 15:00:00+00:00,Delhi,37298.38721345548
2023-01-11 16:00:00+00:00,Delhi,36478.999436465725
2023-01-11 17:00:00+00:00,Delhi,35784.0035501379
2023-01-11 18:00:00+00:00,Delhi,35774.001836485426
2023-01-11 19:00:00+00:00,Delhi,34709.65494360717
2023-01-11 20:00:00+00:00,Delhi,33363.7587285264
2023-01-11 21:00:00+00:00,Delhi,32191.48181348503
2023-01-11 22:00:00+00:00,Delhi,30858.930938435777
2023-01-11 23:00:00+00:00,Delhi,29461.954989410955
2023-01-12 00:00:00+00:00,Delhi,28222.175534032704
2023-01-12 01:00:00+00:00,Delhi,27440.541444789204
2023-01-12 02:00:00+00:00,Delhi,26814.55000472813
2023-01-12 03:00:00+00:00,Delhi,26711.718224143027
2023-01-12 04:00:00+00:00,Delhi,27480.443331954295
2023-01-12 05:00:00+00:00,Delhi,29673.45455240347
2023-01-12 06:00:00+00:00,Delhi,32259.548536150513
2023-01-12 07:00:00+00:00,Delhi,35127.54136180063
2023-01-12 08:00:00+00:00,Delhi,36909.7639393223
2023-01-12 09:00:00+00:00,Delhi,38584.99708156029
2023-01-12 10:00:00+00:00,Delhi,39342.64817804374
2023-01-12 11:00:00+00:00,Delhi,38981.10486495272
2023-01-12 12:00:00+00:00,Delhi,38683.511945921986
2023-01-12 13:00:00+00:00,Delhi,37942.42311579
2023-01-12 14:00:00+00:00,Delhi,37564.09668104807
2023-01-12 15:00:00+00:00,Delhi,37002.30528959811
2023-01-12 16:00:00+00:00,Delhi,36066.04326699173
2023-01-12 17:00:00+00:00,Delhi,35553.59151044129
2023-01-12 18:00:00+00:00,Delhi,35497.78031752364
2023-01-12 19:00:00+00:00,Delhi,34614.01171419425
2023-01-12 20:00:00+00:00,Delhi,33057.38960387116
2023-01-12 21:00:00+00:00,Delhi,32015.696768124504
2023-01-12 22:00:00+00:00,Delhi,30746.67306299251
2023-01-12 23:00:00+00:00,Delhi,29343.82239962569
2023-01-13 00:00:00+00:00,Delhi,28027.416776103233
2023-01-13 01:00:00+00:00,Delhi,27132.885426418437
2023-01-13 02:00:00+00:00,Delhi,26743.20536958235
2023-01-13 03:00:00+00:00,Delhi,26761.6132268026
2023-01-13 04:00:00+00:00,Delhi,27545.551971975965
2023-01-13 05:00:00+00:00,Delhi,29558.260102196615
2023-01-13 06:00:00+00:00,Delhi,31910.392713307723
2023-01-13 07:00:00+00:00,Delhi,34708.984120813635
2023-01-13 08:00:00+00:00,Delhi,36688.91776241134
2023-01-13 09:00:00+00:00,Delhi,38138.878565799845
2023-01-13 10:00:00+00:00,Delhi,39115.669217198585
2023-01-13 11:00:00+00:00,Delhi,38918.24414800039
2023-01-13 12:00:00+00:00,Delhi,38594.5224838948
2023-01-13 13:00:00+00:00,Delhi,37750.63000655043
2023-01-13 14:00:00+00:00,Delhi,37260.29451856777
2023-01-13 15:00:00+00:00,Delhi,36374.609316735616
2023-01-13 16:00:00+00:00,Delhi,35681.65678723404
2023-01-13 17:00:00+00:00,Delhi,34902.06320818558
2023-01-13 18:00:00+00:00,Delhi,35002.3934408491
2023-01-13 19:00:00+00:00,Delhi,33979.48821291371
2023-01-13 20:00:00+00:00,Delhi,32529.674593676125
2023-01-13 21:00:00+00:00,Delhi,31436.93953792356
2023-01-13 22:00:00+00:00,Delhi,30212.306566046103
2023-01-13 23:00:00+00:00,Delhi,28932.11782397557
2023-01-14 00:00:00+00:00,Delhi,27779.724419818758
2023-01-14 01:00:00+00:00,Delhi,27043.111109879825
2023-01-14 02:00:00+00:00,Delhi,26552.175107565014
2023-01-14 03:00:00+00:00,Delhi,26588.249657456658
2023-01-14 04:00:00+00:00,Delhi,27491.610532998424
2023-01-14 05:00:00+00:00,Delhi,29563.9602730989
2023-01-14 06:00:00+00:00,Delhi,31550.180874507485
2023-01-14 07:00:00+00:00,Delhi,33921.51903216115
2023-01-14 08:00:00+00:00,Delhi,35985.71683618992
2023-01-14 09:00:00+00:00,Delhi,37995.36264046493
2023-01-14 10:00:00+00:00,Delhi,38683.15208013199
2023-01-14 11:00:00+00:00,Delhi,38115.322259751774
2023-01-14 12:00:00+00:00,Delhi,37390.639181195824
2023-01-14 13:00:00+00:00,Delhi,35964.993485864856
2023-01-14 14:00:00+00:00,Delhi,34967.521592641846
2023-01-14 15:00:00+00:00,Delhi,34146.10955289598
2023-01-14 16:00:00+00:00,Delhi,33547.65781314027
2023-01-14 17:00:00+00:00,Delhi,32502.116490149725
2023-01-14 18:00:00+00:00,Delhi,32751.96334672971
2023-01-14 19:00:00+00:00,Delhi,32382.692903171792
2023-01-14 20:00:00+00:00,Delhi,30948.649321168243
2023-01-14 21:00:00+00:00,Delhi,29757.01487278369
2023-01-14 22:00:00+00:00,Delhi,28768.545234338064
2023-01-14 23:00:00+00:00,Delhi,27580.790810874707
2023-01-15 00:00:00+00:00,Delhi,26555.499148788418
2023-01-15 01:00:00+00:00,Delhi,25722.09457638889
2023-01-15 02:00:00+00:00,Delhi,25307.141145537826
2023-01-15 03:00:00+00:00,Delhi,25448.38862209417
2023-01-15 04:00:00+00:00,Delhi,26219.703032308906
2023-01-15 05:00:00+00:00,Delhi,28119.781219070137
2023-01-15 06:00:00+00:00,Delhi,30280.481402433015
2023-01-15 07:00:00+00:00,Delhi,32790.7033588948
2023-01-15 08:00:00+00:00,Delhi,35209.34748315603
2023-01-15 09:00:00+00:00,Delhi,37119.77444784279
2023-01-15 10:00:00+00:00,Delhi,37799.07099660166
2023-01-15 11:00:00+00:00,Delhi,37102.44035323089
2023-01-15 12:00:00+00:00,Delhi,35983.815078457446
2023-01-15 13:00:00+00:00,Delhi,34608.60434677896
2023-01-15 14:00:00+00:00,Delhi,33567.01131791765
2023-01-15 15:00:00+00:00,Delhi,32833.645032013395
2023-01-15 16:00:00+00:00,Delhi,32115.409256845942
2023-01-15 17:00:00+00:00,Delhi,31197.569690849094
2023-01-15 18:00:00+00:00,Delhi,31672.637264036646
2023-01-15 19:00:00+00:00,Delhi,31498.748000147756
2023-01-15 20:00:00+00:00,Delhi,30312.0824464145
2023-01-15 21:00:00+00:00,Delhi,29109.544734633568
2023-01-15 22:00:00+00:00,Delhi,28095.80585062057
2023-01-15 23:00:00+00:00,Delhi,26768.39997847715
2023-01-16 00:00:00+00:00,Delhi,25725.042529353825
2023-01-16 01:00:00+00:00,Delhi,25107.040763223995
2023-01-16 02:00:00+00:00,Delhi,24691.648177083334
2023-01-16 03:00:00+00:00,Delhi,24684.74118853428
2023-01-16 04:00:00+00:00,Delhi,25381.610524428685
2023-01-16 05:00:00+00:00,Delhi,27634.54415578211
2023-01-16 06:00:00+00:00,Delhi,30579.707588603233
2023-01-16 07:00:00+00:00,Delhi,33773.86546178093
2023-01-16 08:00:00+00:00,Delhi,36098.72610574272
2023-01-16 09:00:00+00:00,Delhi,38267.62497818164
2023-01-16 10:00:00+00:00,Delhi,38854.03034899527
2023-01-16 11:00:00+00:00,Delhi,38378.266799448385
2023-01-16 12:00:00+00:00,Delhi,37608.86788071316
2023-01-16 13:00:00+00:00,Delhi,36333.651795508275
2023-01-16 14:00:00+00:00,Delhi,35793.308080526
2023-01-16 15:00:00+00:00,Delhi,35611.23177211387
2023-01-16 16:00:00+00:00,Delhi,35016.88976044129
2023-01-16 17:00:00+00:00,Delhi,34140.993707151305
2023-01-16 18:00:00+00:00,Delhi,34258.87910613672
2023-01-16 19:00:00+00:00,Delhi,33783.1468195922
2023-01-16 20:00:00+00:00,Delhi,32311.385623817965
2023-01-16 21:00:00+00:00,Delhi,30902.785780880615
2023-01-16 22:00:00+00:00,Delhi,29724.970778122537
2023-01-16 23:00:00+00:00,Delhi,28247.92904816785
2023-01-17 00:00:00+00:00,Delhi,27083.200724881797
2023-01-17 01:00:00+00:00,Delhi,26361.797872734438
2023-01-17 02:00:00+00:00,Delhi,25987.55573783491
2023-01-17 03:00:00+00:00,Delhi,26013.533428339244
2023-01-17 04:00:00+00:00,Delhi,26866.90046818361
2023-01-17 05:00:00+00:00,Delhi,28972.048169129237
2023-01-17 06:00:00+00:00,Delhi,31852.58569897557
2023-01-17 07:00:00+00:00,Delhi,34995.54841646966
2023-01-17 08:00:00+00:00,Delhi,37284.73615189126
2023-01-17 09:00:00+00:00,Delhi,39053.74651516943
2023-01-17 10:00:00+00:00,Delhi,39428.332626329786
2023-01-17 11:00:00+00:00,Delhi,38860.684024822694
2023-01-17 12:00:00+00:00,Delhi,38248.69202570922
2023-01-17 13:00:00+00:00,Delhi,37078.6774749803
2023-01-17 14:00:00+00:00,Delhi,36494.00530304374
2023-01-17 15:00:00+00:00,Delhi,36080.42436460796
2023-01-17 16:00:00+00:00,Delhi,35422.21160628448
2023-01-17 17:00:00+00:00,Delhi,34548.778363425925
2023-01-17 18:00:00+00:00,Delhi,34912.58559732072
2023-01-17 19:00:00+00:00,Delhi,34405.25488869188
2023-01-17 20:00:00+00:00,Delhi,32849.91890632388
2023-01-17 21:00:00+00:00,Delhi,31465.41153491923
2023-01-17 22:00:00+00:00,Delhi,30211.200533293933
2023-01-17 23:00:00+00:00,Delhi,28857.066933264385
2023-01-18 00:00:00+00:00,Delhi,27775.827697990542
2023-01-18 01:00:00+00:00,Delhi,27034.951699320332
2023-01-18 02:00:00+00:00,Delhi,26679.051016893223
2023-01-18 03:00:00+00:00,Delhi,26690.298447990546
2023-01-18 04:00:00+00:00,Delhi,27428.37624147951
2023-01-18 05:00:00+00:00,Delhi,29512.108852393616
2023-01-18 06:00:00+00:00,Delhi,32540.8273285067
2023-01-18 07:00:00+00:00,Delhi,35809.163733106776
2023-01-18 08:00:00+00:00,Delhi,37902.508335549646
2023-01-18 09:00:00+00:00,Delhi,39764.59513253546
2023-01-18 10:00:00+00:00,Delhi,40001.27493809102
2023-01-18 11:00:00+00:00,Delhi,39510.66471690307
2023-01-18 12:00:00+00:00,Delhi,38625.792885835304
2023-01-18 13:00:00+00:00,Delhi,37550.98117735422
2023-01-18 14:00:00+00:00,Delhi,37202.61820789007
2023-01-18 15:00:00+00:00,Delhi,36834.713464785265
2023-01-18 16:00:00+00:00,Delhi,36231.473300137906
2023-01-18 17:00:00+00:00,Delhi,35016.28077280339
2023-01-18 18:00:00+00:00,Delhi,35352.08664440504
2023-01-18 19:00:00+00:00,Delhi,34712.61984318361
2023-01-18 20:00:00+00:00,Delhi,33414.25958919425
2023-01-18 21:00:00+00:00,Delhi,32149.743424694643
2023-01-18 22:00:00+00:00,Delhi,30784.140248128446
2023-01-18 23:00:00+00:00,Delhi,29422.181400413712
2023-01-19 00:00:00+00:00,Delhi,28183.374419178486
2023-01-19 01:00:00+00:00,Delhi,27475.142238770684
2023-01-19 02:00:00+00:00,Delhi,26963.28804171592
2023-01-19 03:00:00+00:00,Delhi,26909.72791814421
2023-01-19 04:00:00+00:00,Delhi,27674.855608254533
2023-01-19 05:00:00+00:00,Delhi,29693.85183860323
2023-01-19 06:00:00+00:00,Delhi,32856.11800344759
2023-01-19 07:00:00+00:00,Delhi,36067.61746237195
2023-01-19 08:00:00+00:00,Delhi,37975.14059687746
2023-01-19 09:00:00+00:00,Delhi,39395.6937605398
2023-01-19 10:00:00+00:00,Delhi,39446.0668141253
2023-01-19 11:00:00+00:00,Delhi,38813.439618695826
2023-01-19 12:00:00+00:00,Delhi,37871.10603969661
2023-01-19 13:00:00+00:00,Delhi,36996.08961209614
2023-01-19 14:00:00+00:00,Delhi,36701.894846581956
2023-01-19 15:00:00+00:00,Delhi,36291.49147271474
2023-01-19 16:00:00+00:00,Delhi,35911.888215671795
2023-01-19 17:00:00+00:00,Delhi,35037.723438534274
2023-01-19 18:00:00+00:00,Delhi,35511.15336643026
2023-01-19 19:00:00+00:00,Delhi,34898.144995124116
2023-01-19 20:00:00+00:00,Delhi,33292.546428437745
2023-01-19 21:00:00+00:00,Delhi,31931.273493991335
2023-01-19 22:00:00+00:00,Delhi,30833.208121306146
2023-01-19 23:00:00+00:00,Delhi,29426.533583234832
2023-01-20 00:00:00+00:00,Delhi,28170.717439519307
2023-01-20 01:00:00+00:00,Delhi,27376.376571217494
2023-01-20 02:00:00+00:00,Delhi,26911.549370912133
2023-01-20 03:00:00+00:00,Delhi,26832.74201738574
2023-01-20 04:00:00+00:00,Delhi,27537.95647739362
2023-01-20 05:00:00+00:00,Delhi,29538.437718971632
2023-01-20 06:00:00+00:00,Delhi,32703.513991578016
2023-01-20 07:00:00+00:00,Delhi,35973.67233170804
2023-01-20 08:00:00+00:00,Delhi,37595.27654013988
